#Tax ID	Gene ID	PubMed ID (PMID) list	last update timestamp	GeneRIF text
210	2827869	20507990	2010-08-23 11:28	CagL may contribute directly to H. pylori pathogenesis by promoting aberrant signaling cross-talk within host cells.
210	2827869	20525831	2010-08-16 12:02	This study used bioinformatic and statistical analyses to evaluate whether the allelic diversity of the outer membrane proteins homB and homA is generated by recombination.[homA; homB]
210	2827869	20545942	2011-01-01 10:10	These results suggest that plasma membrane sphingomyelin is required for targeting of Helicobacter pylori VacA to membrane rafts important for subsequent Cdc42-dependent pinocytic cellular entry.[VacA]
210	2827869	20580690	2010-08-16 11:02	These data suggest that HpHSP60 enhances angiogenesis via CXCR2/PLCbeta2/Ca2+ signal transduction in endothelial cells.(HSP60)
210	2827869	20662514	2010-11-27 11:08	The zinc site and protein structure in dimeric HypA are dependent on both the nickel binding status and the pH.[HypA]
210	2827869	20681615	2010-10-04 12:33	The crystal structure of the urease maturation protein UreE from Helicobacter pylori has been determined in its apo form at 2.1 A resolution, bound to Cu(2+) at 2.7 A resolution, and bound to Ni(2+) at 3.1 A resolution. [UreE]
210	2827869	20682750	2011-01-01 11:14	CagA suppresses pinocytic endocytosis and the cytotoxicity of VacA in gastric epithelial cells without affecting clathrin-dependent endocytosis.[CagA, VacA]
210	2827869	20704697	2010-10-23 10:13	ligand induced conformational changes in H.pylori LuxS [LuxS]
210	2827869	20707923	2010-11-27 11:00	Polymorphism of host MMP-3, but noth dupA of Helicobacter pylori, correlate with the susceptibility to duodenal ulcer. [dupA]
210	2827869	20712055	2011-01-22 11:03	report describes a lack of association between H. pylori CagA-protein polymorphisms and pathogenesis [CagA]
210	2827869	20815828	2011-02-26 11:19	Thus, HdpA is the first enzyme belonging to the M23-peptidase family able to perform the d,d-carboxypeptidation and regulate cell shape.[HdpA]
210	2827869	20855497	2011-01-15 11:05	CagA exploits a polarity-signaling pathway to induce oncogenesis [CagA]
210	2827869	20864739	2011-01-15 10:32	a large-scale comprehensive study to determine the genotype of Helicobacter pylori cagA gene in Hong Kong
210	2827869	20876522	2011-04-09 10:24	CHLalphaGcT is originally synthesized in the cytoplasm of H. pylori as an inactive form and then activated when it is associated with the cell membrane [cholesterol alpha-glucosyltransferase]
210	2827869	20974830	2011-01-29 10:36	Both cholesterol and the putative bile salt efflux pump HefC play important roles in H. pylori resistance to bile salts and ceragenins.[HefC]
210	2827869	21030596	2011-03-05 10:35	We demonstrate through sequence and structural comparisons that HugZ belongs to a new heme-binding protein family with a split-barrel fold[HUGZ]
210	2827869	21050811	2011-06-18 10:35	Infection with a H. pylori strain containing the dupA without the stop codon polymorphisms is associated with a lower risk of development of gastric carcinoma in Brazilian subjects.[dupA]
210	2827869	21054521	2011-07-16 11:31	infection with East-Asian-type CagA H. pylori was more closely associated with gastric mucosal atrophy and gastric cancer than infection with non-East-Asian-type CagA H. pylori [CagA]
210	2827869	21098302	2011-05-14 10:47	Data show that CtkA from H. pylori J99 is a unique eukaryotic-type Ser/Thr kinase that translocates into human cells to up-regulate the NF-kappaB activity in a kinase-dependent manner [CtkA/JHP940].
210	2827869	21124783	2011-04-30 11:07	results indicate that a discrete surface of the urease UreA-UreB complex is important for Helicobacter pylori strain X47 persistence during gastric colonisation [UreA & UreB]
210	2827869	21216998	2011-04-09 10:58	The data presented here show that NikR may first select its targets by identifying sequences within the previously defined consensus and subsequently establish base-specific contacts to firmly bind DNA, in particular with the fecA3 target.[NikR; fecA3]
210	2827869	21464913	2011-07-23 10:25	fur mutations can affect metronidazole susceptibility by altering the balance among Fur's several competing activities.[fur]
210	2827869	21482684	2011-09-03 11:00	propose VacA augments H pylori-induced mucosal inflammation in the stomach by causing programmed necrosis of gastric epithelial cells and release of proinflammatory proteins and may contribute to pathogenesis of gastric cancer and peptic ulceration [VacA]
210	2827869	21503353	2011-08-20 10:49	A comparison of the binding mode and thermodynamic stability of the complexes of peptides from the C-terminal domains of HspA and Hpn proteins with four metals (HspA and Hpn).
210	2827869	21565524	2011-12-17 11:40	Data demonstrate that H. pylori HSP60/mAbs could modulate helicobacterial pathogenesis by increasing IL-8 and TNF-alpha production [Hsp60].
210	2827869	21585604	2011-09-03 11:39	Functioning of the fur Gene is Required for the acid tolerance response. [Fur]
210	2827869	21635556	2011-08-13 10:48	in gastric cancer patients infected with cagA-negative H. pylori, the s1m1 allelic combination of vacA was more frequent (54.4%), where s1 was present in 81.8% of the samples [VacA]
210	2827869	21642462	2011-10-08 10:30	Ccrp59 and Ccrp1143 are essential for the maintenance of proper cell shape. [Ccrp59; Ccrp1143]
210	2827869	21666253	2011-12-10 11:19	Quantification of the in vivo Ni(2+)-NikR response of 11 direct NikR targets that encode functions related to nickel metabolism, four activated and seven repressed genes (NikR).
210	2827869	21735226	2011-11-26 11:25	The interaction between the human NimA-like protein kinase Nek9 and the Helicobacter HcpC has been validated by ELISA and surface plasmon resonance.
210	2827869	21762266	2011-11-05 12:50	The 147C strain of Helicobacter pylori expressing tyrosine-phosphorylated CagA (EPIYA present) induced enhanced MMP-9 secretion by gastric epithelial cells.[CagA]
210	2827869	21789261	2011-11-26 11:25	Detailed characterization of a functionally unknown gene (HP986), which was detected in patient isolates, is reported.[HP986]
210	2827869	21791582	2011-11-19 10:59	The authors discovered that Helicobacter pylori strains establish bacterial colonies deep in the gastric glands and identified a novel protein, ChePep, necessary to colonize this niche.[ChePep]
210	2827869	21800625	2011-09-03 11:39	The cag4 of Helicobacter pylori NCTC11637 has the enzyme activity of lytic transglycosylase. [cag4]
210	2827869	21813645	2011-11-26 10:36	The role of CagA dimerization in induction of the hummingbird phenotype, was investigated.[CagA]
210	2827869	21820415	2011-10-22 11:39	CagA in the stomach plays an important role in the migration of H. pylori-primed CD4(+) T cells in the gastric mucosa. [CagA]
210	2827869	21853141	2011-12-24 10:53	These results clarify recombination-mediated routes of cagA evolution and provide a solid basis for a deeper understanding of its function in pathogenesis.[cagA]
210	2827869	21903829	2012-02-18 11:41	DupA seems to protect against gastic ulcer and gastric cancer development, whereas a positive association was observed between the occurrence of duodenal ulcer and the presence of DupA.  [DupA]
210	2827869	21937185	2012-05-05 10:50	the high prevalence of in-frame oipA gene strains (81%), associated with peptic ulcers and cagA(+), vacA s1, m1, m2, and, importantly, i1 genotypes, indicates a strong synergistic activity of H. pylori virulence factors [oipA]
210	2827869	21987660	2012-01-14 10:45	(cagA) An inhibitory effect of H. pylori results from activation of the transcription factor heat shock factor(HSF)-1 by H. pylori virulence factor CagA and by host signaling molecules ERK1/2 and JNK kinases [CagA]
210	2827869	22028830	2012-02-25 10:58	expression, purification and characterization of RocF and its apo form [RocF]
210	2827869	22031496	2012-02-18 11:07	Thermal denaturation studies demonstrated that Ser88 and His91 both play crucial roles in the stability of the protein as their mutants showed a decrease in the melting temperature. [Arginase]
210	2827869	22062156	2012-01-28 12:16	H. pylori DsbG functions as a reductase against HP0518, a putative L,D-transpeptidase with a catalytic cysteine residue [DsbG]
210	2827869	22109855	2012-04-28 11:04	Mutantion of cagI caused a reduction in the degree of CagA translocation. [cagI]
210	2827869	22116145	2012-03-31 11:48	The presence of jhp0945 was significantly associated with gastric ulcer, duodenal ulcer, and gastric cancer (odds ratios [95% confidence intervals]: 2.27 [1.04 to 4.98], 1.86 [1.03 to 3.34], and 1.92 [1.03 to 3.56], respectively).[jhp0945]
210	2827869	22120737	2012-04-07 11:28	analysis reveals how the structure responds to linker separation and suggests a mechanism of MotB activation that entails linker unfolding and rotational displacement of MotB transmembrane helices[MotB]
210	2827869	22140492	2012-04-14 10:29	This study has also shown significantly lower disease burden in Gambians infected with a mixture of cag-positive and cag-negative strains.[cagA]
210	2827869	22202178	2012-07-28 10:41	Both CagA-SHP2 and CagA-PAR1 interactions are involved in the pathogenicity of cagA-positive Helicobacter pylori.[CagA]
210	2827869	22205825	2012-05-05 11:17	Inactivation of PldD inhibited activation of extracellular signal-regulated kinases 1 and 2 (ERK1/2), indicating that Helicobacter pylori hemolytic phospholipases also harbor MAPK-activating properties.[PldD]
210	2827869	22221611	2012-09-29 10:41	Arginine 66 but not histidine 99 in H. pylori Fur is required for the regulatory function of the Fur protein in the acid adaptation mechanism of the bacterium.(Fur )
210	2827869	22245091	2012-11-24 11:19	this experiment demonstrated that FecA1 is an important determinant of the host-colonization ability and Mtz resistance of H. pylori through Fe(2+) supply to SodB, suggesting that FecA1 may be a possible target for the development of a novel bactericidal drug.
210	2827869	22251550	2012-05-05 10:04	Infection with hrgA-positive strain was not frequent among patients with gastric cancer. Presence of hrgA gene would not be a useful marker to predict clinical outcome of patients infected with H. pylori in this series of Japanese patients.
210	2827869	22269034	2013-03-30 10:05	hpyAVIBM presents an interesting example of allelic variations in H. pylori where changes in the nucleotide sequence result in proteins with new properties. (AVIBM)
210	2827869	22284390	2013-03-30 12:13	structures of DTBS from Helicobacter pylori (hpDTBS) bound with cofactors and a substrate analog, and described its unique characteristics relative to other DTBS proteins.(DTBS))
210	2827869	22312430	2012-06-16 10:41	a model of CagA-directed REG3gamma expression in gastric epithelial cells via activation of the IL-11/gp130/STAT3 pathway [CagA]
210	2827869	22348604	2012-08-18 10:18	The number of Helicobacter pylori CagA EPIYA C tyrosine phosphorylation motifs influences the pattern of gastritis and the development of gastric carcinoma.
210	2827869	22362756	2012-08-18 10:18	In H. pylori, a non-discriminating aspartyl-tRNA synthetase (ND-AspRS)and GatCAB co-evolved to generate an appropriate kinetic system able to reduce translational error level and to ensure a faithful codon reassignment for Asn(ND-AspRS and GatCAB).
210	2827869	22378042	2012-07-07 10:50	c-Src phosphorylated EPIYA-C & -D. c-Abl phosphorylated EPIYA-A, -B, -C, -D. CagA molecules were phosphorylated on 1 or 2 EPIYA motifs, but never simultaneously on 3 motifs. CagA.
210	2827869	22404445	2012-06-30 11:18	p27kip1 upregulated by hnRNPC1/2 antagonizes CagA-mediated pathogenesis.[CagA]
210	2827869	22451934	2012-06-09 11:23	A model of DNA recognition by HpNikR is proposed in which Ni(II) coordination to specific sites in the metal-binding domain have a long-range effect on the flexibility of the DNA-binding domains.[NikR]
210	2827869	22507395	2012-09-22 10:25	Herein, the authors carried out extensive analysis of Fur-regulated promoters and identified a 7-1-7 motif with dyad symmetry (5'-TAATAATnATTATTA-3'), which functions as the Fur box core sequence of Helicobacter pylori.[fur]
210	2827869	22585965	2012-10-13 11:16	These results indicate that the VacA i-region is an important determinant of VacA effects on human T cell function.(vacA)
210	2827869	22609923	2012-10-06 11:13	These results demonstrate that the dprB product plays important roles affecting inter- and intragenomic recombination.[dprB]
210	2827869	22611319	2012-09-22 10:34	Study confirms the alarming levels of antibiotic resistance associated with the degree of gastric inflammation and cagA gene carriage in H. pylori strains in Pakistan.
210	2827869	22618234	2012-09-08 11:04	The crystal structure of HP-NAP in a Zn(2+)- or Cd(2+)-bound form reveals the binding of two zinc or two cadmium ions and their bridged water molecule at the ferroxidase center. [HP-NAP]
210	2827869	22653921	2012-11-03 13:27	Infection with dupA-positive H. pylori increases the overall risk for duodenal ulcer and this evidence was significant in our South-east Indian population.
210	2827869	22704618	2012-10-13 10:14	During prolonged infection, hBD3 was subsequently downregulated by the Helicobacter pylori virulence determinant CagA.[CagA]
210	2827869	22710874	2012-10-27 11:20	There is considerable heterogeneity among Helicobacter pylori strains in salt-regulated CagA expression, and these differences are attributable to variation in a specific DNA motif upstream of the cagA transcriptional start site.[CagA]
210	2827869	22736569	2014-04-12 12:01	data indicate the HtrA is active under stress conditions which might support Hp colonizing in the gastric environment
210	2827869	22747681	2013-06-22 11:24	The results indicate that cagA genotypes may be important determinants in the development of gastroduodenal sequelae of H. pylori infection. In contrast to other studies, vacA genotypes were not related to disease progression or outcome (cagA, vacA).
210	2827869	22865848	2012-12-08 10:02	ArsS, in addition to its role in urease gene transcription, is also involved in the recruitment of urease proteins to the inner membrane to augment acid acclimation during acute acid exposure.[ArsS]
210	2827869	22879937	2013-01-12 10:49	Deletion of an orphan C(5) -cytosine methyltransferase, hpyAVIBM in H. pylori strains AM5and SS1 has a significant effect on the expression of number of genes belonging to motility, adhesion and virulence.[hpyAVIBM]
210	2827869	22940419	2013-03-09 11:24	These findings suggest that four C-terminal variations of ArsS adds to the complexity of the ArsRS acid adaptation mechanism as a whole and may influence the ability of Helicobacter pylori to persist in the gastric niche for decades.[ArsS]
210	2827869	22967118	2013-03-30 10:06	H. pylori-mediated cleavage of cytokeratin 18 (CK18) appeared proportional to the number of CagA EPIYA-C and CM motifs, which seemed to be downplayed in the presence of EPIYA-B motifs [CagA]
210	2827869	22982238	2013-04-27 12:09	Details of the catalytic mechanism of Helicobacter pylori octaprenyl pyrophosphate synthase revealed by X-ray crystallography.
210	2827869	23027539	2013-02-09 11:38	We explored the frequency of sequence variation in hopZ during acute and chronic human infection and studied the association of hopZ with the phylogeographic population structure of H. pylori. [HopZ]
210	2827869	23051580	2013-05-25 10:31	Authors show that nitric oxide and haemin, two inducers of HO-1, decrease the level of phosphorylated CagA in Helicobacter pylori-infected gastric epithelial cells.[CagA]
210	2827869	23066931	2013-03-16 11:10	Authors demonstrated that the Helicobacter pylori HspB protein interferes with Nrf2/Keap1 pathway.[HspB]
210	2827869	23067298	2013-09-21 11:57	The results suggest that H. pylori strains with Thr70-type NapA have enhanced Fe ion uptake ability and are associated with the pathogenesis of iron deficiency anemia (NapA).
210	2827869	23067336	2013-06-15 12:07	After adjustment by age, gender, and cagA, the presence of intact long-type dupA was significantly associated with gastric ulcer and gastric cancer compared with gastritis.[dupA]
210	2827869	23104809	2013-03-09 10:08	results suggest that the antisense small RNA 5'ureB-sRNA downregulates ureAB expression by enhancing transcription termination 5' of ureB [ureB]
210	2827869	23107019	2015-06-27 14:09	These findings reveal a novel pathway whereby Helicobacter pylori CagL, via interaction with host integrins, can trigger pro-inflammatory responses independently of CagA translocation or NOD1 signalling.[CagA, CagL]
210	2827869	23117095	2013-08-31 10:42	CagA multimerization motifs motif patterns in the CagA 3'-variable region may be more significant than EPIYA motif patterns with respect to clinical outcomes.
210	2827869	23129507	2014-09-20 12:18	These results suggested that CagA is not required for Helicobacter pylori-induced activation of NF-kappaB and upregulation of IL-8 expression in gastric epithelial cells.
210	2827869	23154969	2013-06-01 12:42	Taken together, these findings suggest that only the N-terminal region of FlhA is needed for transcription of the RpoN regulon.[FlhA, RpoN]
210	2827869	23178866	2013-03-23 11:08	The p55 domain, composed primarily of beta-helical structures, localizes to the peripheral arms, while the p33 domain consists of two globular densities that localize within the center of the complexes.[VacA]
210	2827869	23181726	2013-03-30 11:21	Role of Helicobacter pylori methionine sulfoxide reductase in urease maturation
210	2827869	23221800	2013-04-06 11:31	In this study, another bacterial peptidoglycan modification enzyme, a putative peptidoglycan O-acetyltransferase (PatA), was identified.[PatA]
210	2827869	23234363	2013-04-27 10:32	The identification and characterization of two CD4+ T cell epitopes of Lpp20 helps understand the protective immunity of Lpp20 in H.pylori infection.[Lpp20]
210	2827869	23245321	2013-05-25 12:11	These findings provide a molecular link between Helicobacter pylori and gastric carcinogenesis through the specific accumulation of CagA in gastric cancer stem-like cells.[CagA]
210	2827869	23270419	2013-03-16 11:48	Data suggest that Trp159 and Asp126 are individually critical for retaining a bimetallic center and thereby for function of arginase. [arginase; rocF]
210	2827869	23380646	2013-10-19 11:26	review of recent studies that have begun to shed light on the role of CagA polymorphism in H. pylori disease [CagA]
210	2827869	23406339	2013-04-27 12:09	Determined is the solution structure of HP1264, one of the unusual subunits of Complex I (NADH-quinone oxidoreductase). [HP1264]
210	2827869	23456337	2014-11-22 11:45	backbone dynamics information for HP1043 (HP-RR0 implies that structural flexibilities in HP-RR(r) are necessary for the phosphorylation site and the dynamic nature of HP-RR(e) is essential for the regulation of interaction between protein and DNA.
210	2827869	23471915	2013-11-02 11:38	These results provide in vivo evidence of Wnt pathway activation by CagA downstream of or in parallel to the beta-catenin destruction complex and upstream of Tcf4.[CagA]
210	2827869	23517408	2014-02-01 10:13	Amino acid polymorphisms flanking the EPIYA-A motif of Helicobacter pylori CagA C-terminal region is associated with gastric cancer in east China.
210	2827869	23555707	2013-10-19 11:02	evolution of context-dependent differences in the nature of genetic redundancy, and function, between hcpG and hcpC may facilitate their maintenance in H. pylori genomes, and confer robustness to H. pylori growth during infection
210	2827869	23572556	2013-08-31 10:39	The flagellar localization of FaaA differs markedly from the localization of other known autotransporters, and the current results reveal an important role of FaaA in flagellar localization and motility.[FaaA]
210	2827869	23585534	2013-07-27 12:24	A nonconserved critical residue Phe534 on helicase binding interface of DnaG C-terminal domain was identified.[DnaG]
210	2827869	23600974	2013-10-26 10:59	ExbD is essential for maintenance of periplasmic buffering and membrane potential by transferring energy required for nickel uptake.[ExbD]
210	2827869	23704827	2014-01-04 10:48	Predominant gastric mucosal IL-8 mRNA expression level, and H. pylori infection are relative risks for Thai gastric cancer without correlation with cagA mutation.
210	2827869	23714108	2013-10-26 11:06	SlyD might contribute to gastric pathogenicity in Helicobacter pylori-associated diseases.[SlyD]
210	2827869	23760466	2013-11-30 10:19	These findings indicate that Helicobacter pylori VacA inhibits the development of a strong Th1-polarizing response in bone marrow-derived macrophages stimulated with Lactobacillus acidophilus by blocking the production of IFN-beta.[VacA]
210	2827869	23828675	2013-08-31 12:04	The involvement of Lewis b and H type 1 structures of H. pylori in adhesion of bacteria to MUC1 mucin, was investigated.[Lewis b, Lewis H type 1]
210	2827869	23836820	2013-11-30 11:28	A gerbil-adapted H. pylori strain with a stable genome has helped to establish that TlpD has important functions for persistent colonization in the stomach.[TlpD]
210	2827869	23860397	2013-10-26 11:06	The presence of cagA gene in larynx cancer tissues significantly decreases survival rate and increases the disease recurrence possibilities.[cagA]
210	2827869	23864790	2014-03-08 10:13	study demonstrated that the presence of babA2 may be associated with increased risks for peptic ulcer disease, especially duodenal ulcer, in western countries [babA2]
210	2827869	23897462	2013-12-21 11:17	The crystal structure of HP1028 demonstrates that it belongs to the lipocalin family.
210	2827869	23900838	2013-12-21 11:54	study of site-specific relaxase activity of a VirD2-like protein encoded within the tfs4 genomic island [VirD2]
210	2827869	23936493	2014-03-22 11:05	the molecular role of MinC [MinC]
210	2827869	23936850	2014-03-22 10:27	We conclude that decreased expression of melatonin synthesizing enzymes, AA-NAT and ASMT, in patients with symptomatic H. pylori infection returns to normal level after H. pylori eradication.
210	2827869	23937242	2014-05-10 10:33	These data suggest that gamma-glutamyltranspeptidase plays a significant role in the chronic inflammation caused by Helicobacter pylori infection.[gamma-glutamyltranspeptidase]
210	2827869	24106405	2014-03-15 10:38	Antibiotic pressure does not induce loss of the cag pathogenicity island, but it can lead to genetic rearrangements within the 3' region of cagA.
210	2827869	24115911	2014-05-10 10:03	The crystal structure of the UreG/UreF/UreH complex, which illustrates how UreF and UreH facilitate dimerization of UreG.[UreG, UreF, UreH]
210	2827869	24296668	2014-03-22 11:09	Authors identified HP1043 an essential homeostatic global regulator (HsrA [for homeostatic stress regulator]).[HsrA]
210	2827869	24305683	2014-07-12 10:17	study describes the urea transport mechanism at atomic resolution, revealed by unrestrained microsecond equilibrium molecular dynamics simulations of the hexameric channel assembly [reI]
210	2827869	24322295	2014-05-24 10:34	This study provides a mechanism for the ability of the Helicobacter pylori Fur regulator to repress the expression of both iron-inducible and iron-repressible genes (Fur).
210	2827869	24334757	2014-04-12 11:27	Chronic infection by H pylori expressing CagA correlates with high circulating levels of BNP and IL-6 in patients with acute coronary artery disease.
210	2827869	24349255	2014-10-18 10:19	This study reveals a possible association between VacA-induced apoptosis in gastric epithelial cells, and activation of endoplasmic reticulum stress in H. pylori-positive gastric mucosa.[VacA]
210	2827869	24420644	2015-08-08 11:23	Helicobacter pylori possesses a novel type of intrabacterial nanotransportation systems for VacA. [VacA]
210	2827869	24462401	2014-11-22 10:53	Helicobacter pylori vacA increase markedly gastric mucosal TGF-beta1 mRNA expression in gastritis patients. [vacA]
210	2827869	24625807	2014-10-25 11:36	strain SS1 - role in colonization and stomach metaplasia [VacA]
210	2827869	24837287	2014-10-04 12:47	FliO is required for the assembly or stability of other components of the export apparatus. [FliO; Helicobacter pylori B128]
210	2827869	24968047	2015-04-11 11:19	The most frequent clarithromycin-resistance 23S rRNA genotype in H. pylori-positive gastric biopsy specimens was A2143G, followed by A2142G (23S rRNA).
210	2827869	24971723	2015-06-06 12:42	structure and activities of Helicobacter pylori neutrophil-activating protein
210	2827869	24991812	2015-11-07 10:09	A repetitive DNA element regulates expression of the Helicobacter pylori sialic acid binding adhesin by a rheostat-like mechanism
210	2827869	25010720	2015-04-25 12:24	the molecular details of the interaction of metallochaperones UreE and HypA in Helicobacter pylori, are reported.[HypA, UreE]
210	2827869	25017436	2014-10-18 12:23	H.pylori NhaA only has a small acidic shift of its pH-dependent activity profile compared to the other transporters [NhaA]
210	2827869	25038872	2015-10-10 11:51	CagA and VacA are critical factors for inducing gastric cancer and the subsequent progression of intestinal metaplasia from chronic gastritis with an increasing age.[vaca] [Caga]
210	2827869	25041690	2015-09-12 10:47	Endoplasmic reticulum stress is critical for regulation of dendritic cell apoptotic process in response to Helicobacter pylori VacA protein stimulation.
210	2827869	25096514	2016-01-16 10:45	Studies show that OipA is an outer membrane inflammatory protein that closely correlates with H. pylori-related diseases, and may be used for clinical diagnosis and prediction of disease outcome. [OipA] , [review]
210	2827869	25115379	2015-04-11 13:30	CagA and F-BAR domains share binding specificity for phosphatidylserine and phosphoinositides.[CagA]
210	2827869	25116152	2015-10-24 10:29	The interaction of different CagA variants with the kinase Src, was investigated.[CagA]
210	2827869	25172221	2015-07-25 10:40	Authors demonstrate that gene JHP0940 can be secreted by the bacteria, triggers apoptosis in cultured mouse macrophages and acts as an auto-phosphorylating tyrosine kinase.[JHP0940]
210	2827869	25228509	2015-06-27 10:57	The study showed a high incidence of strains with increased virulence, possessing cagA, vacAs1 and iceA1 genes in symptomatic children with H. pylori infection.
210	2827869	25239641	2015-03-21 10:55	These results suggest that GKN1 might be a target to inhibit the effects from H.pylori CagA.
210	2827869	25320070	2015-10-17 10:24	These findings suggest that the BabA may form different adhesive attachments to the gastric mucosa in ways that enhance the efficiency and stability of bacterial adhesion.
210	2827869	25472424	2016-10-22 10:05	Findings from the measurement of Helicobacter pylori babA2 and vacA genotypes indicate a strong correlation between the vacA i1 allele and gastric cancer risk in the Azerbaijan area of Iran. [vacA] and [babA2]
210	2827869	25539656	2015-12-12 11:30	cagA-positive H. pylori is highly prevalent in southern Mexico, and all CagA variants were of the western type; the cagA alleles that code for EPIYA-ABCC motif patterns are associated with peptic ulcers and gastric cancer [CagA]
210	2827869	25687921	2016-01-02 11:26	results suggest that H. pylori peptidyl-prolyl cis-trans isomerase has the potential to activate mitogenic signaling pathway and to promote transformation of gastric epithelial cells [peptidyl-prolyl cis-trans isomerase]
210	2827869	25732381	2015-08-15 11:42	Peptidoglycan deacetylation by PgdA plays an important role in modulating host inflammatory responses to H. pylori, allowing the bacteria to persist and induce carcinogenic consequences in the gastric niche.[PgdA protein, Helicobacter pylori]
210	2827869	25735663	2016-12-17 12:13	Therefore, Helicobacter pylori might induce TGF-beta1-mediated epithelial-mesenchymal transition associated with the cagE.
210	2827869	25735793	2016-12-17 11:44	Helicobacter pylori is dependent on CagA translocation to induce intracellular osteopontin expression in gastric epithelial cells, and may promote gastric carcinogenesis via increased beta-catenin accumulation and interleukin-8 secretion.
210	2827869	25736449	2016-01-16 11:12	Migration inhibition of dHL-60 cells in an under agarose assay was dependent on the Helicobacter pylori cag pathogenicity island, on its effector protein CagA, and on the outer membrane protein HopQ.[CagA, HopQ]
210	2827869	25743471	2015-11-14 11:00	In fact, these result proposed that the ABCCC type CagA protein can induce the intestinal metaplasia, IL-8, perturbation of Crk adaptor proteins, anti-apoptotic effect and carcinogenic effect more significantly than ABC type.[CagA]
210	2827869	25760614	2015-12-05 11:10	The N-terminal domain 1 and the core of domain 2 share the same fold despite a very low level of sequence identity, and their surface-charge distributions are different.
210	2827869	25791852	2016-06-11 11:26	study showed a significant association between the presence of the cagA gene and gastric cancer and peptic ulcer disease, and between anti-CagA IgG and the cagA gene in Saudi patients [cagA]
210	2827869	25825427	2015-07-25 11:08	Flagellar basal body that either positively or negatively affect expression of RpoN-and FliA dependent flagellar genes.[RpoN, FliA]
210	2827869	25871616	2015-08-29 10:47	Combined CagA expression, p-SHP-2 expression, and p-ERK expression showed an increased positive predictive value (93.3% [14/15] vs. 81.8% [18/22]) and an increased specificity (95.5% [21/22] vs. 81.8% [18/22])[CagA]
210	2827869	25945343	2016-02-06 11:03	The present study demonstrated that NDGA repressed SodB activity associated with the gastric mucosal-colonization via inhibition of intracellular Fe(2+) uptake by FecA1
210	2827869	25945344	2016-02-06 11:03	The vacA s1 allele, cagA gene, and iceA2 allele were the most prevalent . the results demonstrated a high prevalence of H. pylori virulent genotypes in Cuban patients
210	2827869	25956174	2016-02-13 11:33	Study demonstrated that H. pylori OMV-CagA on its surface localize in proximity to ZO-1 protein in junctional area. Moreover, they induce strong histone H1 affinity to ATP in differentiated and polarized epithelial monolayers.[CagA]
210	2827869	25963096	2015-08-15 11:16	These results identify previously uncharacterized regions distributed throughout the protein sequence of ASPP2 as determinants of CagA binding, providing mechanistic insight into apoptosis reprogramming by CagA. [CagA]
210	2827869	26041307	2016-07-30 10:45	Helicobacter pylori CagA interacts with PRK2 and inhibits its kinase activity.
210	2827869	26057619	2015-10-03 10:52	The effects of a 10.5 M solution of aqueous urea on Helicobacter pylori urease were investigated over the course of a 500 ns molecular dynamics simulation. [urease]
210	2827869	26061894	2016-06-28 12:00	CheZ(HP) localization depends on the chemotaxis regulatory protein ChePep, and reciprocally, ChePep requires CheZ(HP) for its polar localization. These proteins interact directly. [CheZ, Helicobacter pylori]
210	2827869	26096900	2016-02-27 10:46	the genomic context of HP1029 in Helicobacter and related organisms suggests a possible role in the metabolism of bacterial surface saccharides, such as pseudaminic acid and its derivatives. [HP1029]
210	2827869	26112768	2016-01-23 11:03	Results show that UreI transporter adopts different conformations at different pH especially in the periplasmic regions, were two loops with high flexibility experienced different orientations discriminating between an open and closed conformation. [UreI]
210	2827869	26186918	2016-04-30 12:12	Study shows that STAT3 rs744166 polymorphism and infection with helicobacter pylori with CagA possessing higher number of EPIYA-C segments are independent risk factors for gastric cancer. [cagA]
210	2827869	26259667	2016-11-05 10:22	Stem-loop structure in the vacuolating cytotoxin [vacA] 5' UTR is an important determinant of vacA expression through stabilisation of the vacA mRNA transcript and this effect is of importance during conditions of environmental stress.[VacA].
210	2827869	26306031	2016-01-16 11:09	function of Csd6 in regulating the helical cell shape and motility of H. pylori [Csd6]
210	2827869	26355839	2016-05-28 11:02	the prevalence of H. pylori infection and diversity of CagA phenotype contributes to the variety of gastric cancer risk in various regions of Thailand.[CagA]
210	2827869	26612250	2017-04-08 10:15	The H. pylori vacA c1 genotype might be one of the strongest risk predictors of gastric cancer in male patients aged >/=55 in Iran (vacA).
210	2827869	26641249	2016-04-23 10:10	Our data show that during evolution of the Helicobacter genus, acquisition of Hpn and Hpn-2 by gastric Helicobacter species constituted a decisive evolutionary event to allow Helicobacter to colonize the hostile gastric environment[Hpn]
210	2827869	26726773	2016-11-19 10:51	We found that strong depletion for RNase J led to a massive increase in the steady-state levels of non-rRNAs. mRNAs and RNAs antisense to open reading frames were most affected with over 80% increased more than 2-fold
210	2827869	26764597	2016-10-22 11:56	A disulfide-clasped fucose binding loop directs BabA adherence to host ABO/Le(b) blood group.  [BabA]
210	2827869	26792676	2016-12-24 10:20	Hpsh4590 was found localized in the membrane and the periplasm of H. pylori, interacted with zinc finger protein and methionine ABC transporter ATP-binding protein, and potentially regulates DNA uptake or transfer.[Hpsh4590]
210	2827869	26796299	2016-12-24 10:12	Interactions between CagA and host proteins trigger the development of inflammatory responses and multi-step gastric cancer.[review]
